3,11,2004,17,2.9,1383,150,11.2,1020,243,1008,135,1719,1104,9.8,67.6,0.8185,0,0,0,0,0,1,0
3,11,2004,18,4.8,1581,307,20.8,1319,281,799,151,2083,1409,10.3,64.2,0.8065,0,0,0,0,0,1,0
3,11,2004,19,6.9,1776,461,27.4,1488,383,702,172,2333,1704,9.7,69.3,0.8319,0,0,0,0,0,1,0
3,11,2004,20,6.1,1640,401,24,1404,351,743,165,2191,1654,9.6,67.8,0.8133,0,0,0,0,0,1,0
3,11,2004,21,3.9,1313,197,12.8,1076,240,957,136,1707,1285,9.1,64,0.7419,0,0,0,0,0,1,0
3,11,2004,22,1.5,965,61,4.7,749,94,1325,85,1333,821,8.2,63.4,0.6905,0,0,0,0,0,1,0
3,11,2004,23,1,913,26,2.6,629,47,1565,53,1252,552,8.2,60.8,0.6657,0,0,0,0,0,1,0
3,12,2004,0,1.7,1080,55,5.9,805,122,1254,97,1375,816,8.3,58.5,0.6438,0,0,0,0,0,0,1
3,12,2004,1,1.9,1044,53,6.4,829,133,1247,110,1378,832,7.7,59.7,0.6308,0,0,0,0,0,0,1
3,12,2004,2,1.4,988,40,4.1,718,82,1396,91,1304,692,7.1,61.8,0.6276,0,0,0,0,0,0,1
3,12,2004,3,0.8,889,21,1.9,574,33.33333,1680,47.66667,1187,512,7,62.3,0.6261,0,0,0,0,0,0,1
3,12,2004,4,0.56667,831,10,1.1,506,21,1893,32,1134,384,6.1,65.9,0.6248,0,0,0,0,0,0,1
3,12,2004,5,0.6,847,7,1,501,30,1895,44,1155,394,6.3,65,0.6233,0,0,0,0,0,0,1
3,12,2004,6,0.8,927,17,1.8,571,56,1685,71,1223,487,6.8,62.9,0.6234,0,0,0,0,0,0,1
3,12,2004,7,1.4,1091,33,4.4,730,109,1387,104,1361,748,6.4,65.1,0.6316,0,0,0,0,0,0,1
3,12,2004,8,4.4,1587,202,17.9,1236,307,897,141,1900,1400,7.3,63.1,0.6499,0,0,0,0,0,0,1
3,12,2004,10,3.1,1350,208,14,1118,187,912,122,1712,1237,13.2,41.7,0.632,0,0,0,0,0,0,1
3,12,2004,11,2.7,1263,166,11.6,1037,216,969,143,1598,1167,14.3,38.4,0.6243,0,0,0,0,0,0,1
3,12,2004,12,2.1,1206,114,10.2,986,143,1035,113,1537,959,15,36.5,0.6195,0,0,0,0,0,0,1
3,12,2004,13,2.5,1252,140,11,1016,160,1008,116,1593,983,16.1,34.5,0.6262,0,0,0,0,0,0,1
3,12,2004,14,2.7,1287,169,12.8,1078,163,949,123,1660,1061,16.3,35.7,0.656,0,0,0,0,0,0,1
3,12,2004,15,2.9,1353,185,14.2,1122,190,922,126,1740,1139,15.8,37,0.661,0,0,0,0,0,0,1
3,12,2004,16,2.8,1309,165,12.7,1073,178,954,120,1657,1112,15.9,37.2,0.6657,0,0,0,0,0,0,1
3,12,2004,17,2.4,1274,133,11.7,1041,150,1006,119,1610,994,16.9,34.3,0.6549,0,0,0,0,0,0,1
3,12,2004,18,3.9,1510,233,19.3,1277,206,812,149,1910,1410,15.1,39.6,0.6766,0,0,0,0,0,0,1
3,12,2004,19,3.7,1525,242,18.2,1246,202,821,145,1847,1448,14.4,43.4,0.7084,0,0,0,0,0,0,1
3,12,2004,20,6.6,1843,488,32.6,1610,340,624,170,2390,1887,12.9,50.5,0.7478,0,0,0,0,0,0,1
3,12,2004,21,4.4,1598,333,20.1,1299,274,752,149,1941,1627,12.1,53.3,0.7536,0,0,0,0,0,0,1
3,12,2004,22,3.5,1484,215,14.3,1127,253,839,139,1723,1491,11,59.1,0.774,0,0,0,0,0,0,1
3,12,2004,23,5.4,1677,367,21.8,1346,300,741,134,2062,1657,9.7,64.6,0.7771,0,0,0,0,0,0,1
3,13,2004,0,2.7,1280,122,9.6,964,193,963,113,1544,1285,9.5,64.1,0.7597,1,0,0,0,0,0,0
3,13,2004,1,1.9,1196,67,7.4,873,139,1071,97,1463,1144,9.1,63.9,0.7423,1,0,0,0,0,0,0
3,13,2004,2,1.6,1184,43,5.4,782,83,1176,82,1365,1043,8.8,63.9,0.7256,1,0,0,0,0,0,0
3,13,2004,3,1.7,1172,46,5.4,783,57.66667,1179,61.33333,1380,996,7.8,67.5,0.7173,1,0,0,0,0,0,0
3,13,2004,4,0.86667,1147,56,6.2,821,109,1132,83,1412,992,7,71.1,0.7158,1,0,0,0,0,0,0
3,13,2004,5,1,978,30,2.6,625,62,1420,65,1274,819,8.3,63.6,0.6982,1,0,0,0,0,0,0
3,13,2004,6,1.2,1100,27,2.9,646,53,1406,60,1268,835,7.2,67.5,0.6887,1,0,0,0,0,0,0
3,13,2004,7,1.5,1112,47,5.1,770,139,1228,77,1409,940,6.3,71.9,0.6932,1,0,0,0,0,0,0
3,13,2004,8,2.7,1336,132,11.8,1043,256,935,96,1678,1192,6.5,71.6,0.6945,1,0,0,0,0,0,0
3,13,2004,9,3.7,1408,239,15.1,1153,295,830,119,1777,1411,9.6,59.7,0.7124,1,0,0,0,0,0,0
3,13,2004,10,3.2,1447,160,12.9,1081,250,869,126,1667,1465,12.4,51.2,0.7335,1,0,0,0,0,0,0
3,13,2004,11,4.1,1542,283,16.1,1184,296,808,158,1780,1583,15.6,42.2,0.7451,1,0,0,0,0,0,0
3,13,2004,12,3.6,1451,210,14,1117,239,875,161,1679,1387,18.4,33.8,0.709,1,0,0,0,0,0,0
3,13,2004,13,2.8,1328,154,12.3,1059,153,987,124,1600,1101,19.4,31.3,0.695,1,0,0,0,0,0,0
3,13,2004,14,2,1207,112,8.6,924,118,1088,102,1488,850,18,34.8,0.7127,1,0,0,0,0,0,0
3,13,2004,15,2,1240,108,9.2,947,119,1049,116,1532,947,18.4,33.6,0.7042,1,0,0,0,0,0,0
3,13,2004,16,2.5,1306,111,10.2,987,138,1004,124,1554,1078,17.6,35.1,0.7012,1,0,0,0,0,0,0
3,13,2004,17,2.3,1326,97,10.6,1000,148,976,125,1602,1084,16.7,37.8,0.7117,1,0,0,0,0,0,0
3,13,2004,18,3.2,1473,191,15.5,1163,227,831,148,1779,1395,16.1,41,0.7451,1,0,0,0,0,0,0
3,13,2004,19,4.2,1609,258,19.6,1286,277,758,165,1922,1612,15.8,42.4,0.7569,1,0,0,0,0,0,0
3,13,2004,20,4.2,1611,284,19.2,1274,279,754,161,1915,1697,15.7,44.1,0.7786,1,0,0,0,0,0,0
3,13,2004,21,4.2,1621,269,18.3,1247,283,762,159,1860,1886,15.3,46.8,0.8091,1,0,0,0,0,0,0
3,13,2004,22,3.1,1444,180,13.1,1089,214,844,143,1748,1624,14.6,48.6,0.806,1,0,0,0,0,0,0
3,13,2004,23,2.6,1418,116,10.9,1010,172,892,130,1603,1536,14.7,49.3,0.8193,1,0,0,0,0,0,0
3,14,2004,0,2.9,1534,93,11,1013,190,889,129,1611,1535,13.9,53.6,0.8498,0,1,0,0,0,0,0
3,14,2004,1,2.8,1484,131,11.9,1045,174,880,119,1624,1530,14.6,51.5,0.8536,0,1,0,0,0,0,0
3,14,2004,2,2.5,1367,92,8.6,925,128,953,104,1543,1337,12.5,58.9,0.8537,0,1,0,0,0,0,0
3,14,2004,3,2.4,1344,132,9.7,968,89,921,86.33333,1620,1278,11.6,63.4,0.8674,0,1,0,0,0,0,0
3,14,2004,4,0.96667,1130,56,5.2,773,70,1130,82,1452,1051,12.1,61.1,0.8603,0,1,0,0,0,0,0
3,14,2004,5,1.2,1062,32,3.7,691,53,1272,70,1377,929,11.5,63.1,0.8533,0,1,0,0,0,0,0
3,14,2004,6,1,1076,29,2.5,618,44,1395,63,1333,872,11.6,62.2,0.8473,0,1,0,0,0,0,0
3,14,2004,7,0.9,1028,27,2.4,615,74,1384,67,1340,853,10.4,67.6,0.853,0,1,0,0,0,0,0
3,14,2004,8,1.4,1155,36,4.2,722,101,1225,84,1414,959,11.6,62.7,0.853,0,1,0,0,0,0,0
3,14,2004,9,1.6,1235,57,6.4,828,118,1055,83,1527,1093,12.4,60,0.8627,0,1,0,0,0,0,0
3,14,2004,10,2.2,1332,129,8.6,923,144,952,98,1614,1225,14.5,53.1,0.8728,0,1,0,0,0,0,0
3,14,2004,11,2.8,1445,148,10.9,1009,176,878,114,1696,1355,16.9,46.1,0.8789,0,1,0,0,0,0,0
3,14,2004,12,2.8,1416,145,10.7,1002,161,907,119,1677,1262,19.3,38.3,0.8474,0,1,0,0,0,0,0
3,14,2004,13,2,1281,93,7.5,880,113,1084,104,1525,980,21.2,31.4,0.7812,0,1,0,0,0,0,0
3,14,2004,14,1.8,1207,84,7.5,879,103,1104,102,1490,872,21.4,30.2,0.7616,0,1,0,0,0,0,0
3,14,2004,15,1.9,1258,99,8.2,906,112,1081,107,1511,900,21.9,29,0.7525,0,1,0,0,0,0,0
3,14,2004,16,3,1458,150,11.9,1045,170,974,129,1646,1099,22.2,28.4,0.7516,0,1,0,0,0,0,0
